Attribute,Time stamp,w,x,y,z 
Quaternion,321820,0.8768227696418762,-0.022867336869239807,-0.10973678529262543,-0.4675646126270294
Quaternion,321824,0.8752745389938354,-0.019572250545024872,-0.10964684188365936,-0.47062617540359497
Quaternion,321830,0.8737859129905701,-0.01619373820722103,-0.10911194980144501,-0.47363531589508057
Quaternion,321834,0.8723032474517822,-0.013041472062468529,-0.10862397402524948,-0.47656887769699097
Quaternion,321840,0.8707426190376282,-0.010322361253201962,-0.1085907369852066,-0.4794881045818329
Quaternion,321844,0.8690550923347473,-0.007944055832922459,-0.10897039622068405,-0.48249948024749756
Quaternion,321850,0.867259681224823,-0.005616841837763786,-0.10945608466863632,-0.48564231395721436
Quaternion,321855,0.8654050230979919,-0.0030016954988241196,-0.10974305123090744,-0.48889830708503723
Quaternion,321860,0.8635181784629822,0.00012814905494451523,-0.10965758562088013,-0.492251455783844
Quaternion,321865,0.8616046905517578,0.00373005960136652,-0.10929299145936966,-0.49565964937210083
Quaternion,321870,0.8596482872962952,0.007660078816115856,-0.10880694538354874,-0.4991064965724945
Quaternion,321874,0.8576295971870422,0.011683563701808453,-0.10839436203241348,-0.5025789737701416
Quaternion,321880,0.8555312156677246,0.015498107299208641,-0.10824310779571533,-0.5060725808143616
Quaternion,321884,0.8533583879470825,0.018952373415231705,-0.10835492610931396,-0.5095877051353455
Quaternion,321890,0.851115882396698,0.022142797708511353,-0.10845954716205597,-0.5131744146347046
Quaternion,321894,0.8488198518753052,0.025232166051864624,-0.10836749523878098,-0.5168409943580627
Quaternion,321900,0.8465052843093872,0.028375200927257538,-0.10800855606794357,-0.520535945892334
Quaternion,321905,0.8441661596298218,0.03166012465953827,-0.10737157613039017,-0.524263858795166
Quaternion,321910,0.8417688012123108,0.03508025407791138,-0.10638746619224548,-0.5280873775482178
Quaternion,321915,0.8392183184623718,0.038592055439949036,-0.10495676100254059,-0.5321722030639648
Quaternion,321920,0.8364342451095581,0.04209952801465988,-0.10333267599344254,-0.5365890860557556
Quaternion,321924,0.8334376811981201,0.045552365481853485,-0.10168194770812988,-0.5412645936012268
Quaternion,321930,0.8304886817932129,0.0489177368581295,-0.09993327409029007,-0.5458104014396667
Quaternion,321934,0.8284273147583008,0.05224592238664627,-0.09830211848020554,-0.5489220023155212
Quaternion,321940,0.8269709348678589,0.05543574318289757,-0.09661198407411575,-0.5511007905006409
Quaternion,321944,0.82603919506073,0.05852407217025757,-0.09448563307523727,-0.5525455474853516
Quaternion,321950,0.8255365490913391,0.06145460903644562,-0.09204312413930893,-0.5533902049064636
Quaternion,321955,0.8253305554389954,0.0641690343618393,-0.08980987221002579,-0.5537562966346741
Quaternion,321960,0.8252900242805481,0.06659182161092758,-0.08805613964796066,-0.5538123846054077
Quaternion,321965,0.8253231644630432,0.06878479570150375,-0.0868096724152565,-0.5536916255950928
Quaternion,321970,0.8253398537635803,0.0706346184015274,-0.0862332433462143,-0.5535239577293396
Quaternion,321974,0.8253247737884521,0.07219627499580383,-0.08580239117145538,-0.5534117817878723
Quaternion,321980,0.825243353843689,0.0739610344171524,-0.08506695926189423,-0.5534137487411499
Quaternion,321984,0.8250454068183899,0.07586035877466202,-0.08439335972070694,-0.5535551309585571
Quaternion,321990,0.8247004747390747,0.0776711255311966,-0.08395693451166153,-0.5538840293884277
Quaternion,321994,0.8242316842079163,0.07940376549959183,-0.08368253707885742,-0.5543774962425232
Quaternion,322000,0.823686420917511,0.08111885190010071,-0.08341003209352493,-0.5549803972244263
Quaternion,322005,0.8231004476547241,0.0828346312046051,-0.08300153911113739,-0.5556569695472717
Quaternion,322010,0.8225126266479492,0.08456851541996002,-0.08243139833211899,-0.5563508868217468
Quaternion,322014,0.8219350576400757,0.0863107442855835,-0.08171848952770233,-0.5570414662361145
Quaternion,322020,0.8214170932769775,0.08824186027050018,-0.0807495042681694,-0.5576440691947937
Quaternion,322024,0.8209527730941772,0.09030511230230331,-0.07956255972385406,-0.5581676959991455
Quaternion,322030,0.8205217719078064,0.09233266115188599,-0.07849276810884476,-0.5586211085319519
Quaternion,322034,0.8201281428337097,0.09422661364078522,-0.0775928944349289,-0.5590084791183472
Quaternion,322041,0.8197864294052124,0.0959467664361,-0.07685966044664383,-0.559318482875824
Quaternion,322044,0.8195222616195679,0.09757450222969055,-0.07635633647441864,-0.5594927668571472
Quaternion,322049,0.8193807005882263,0.09925365447998047,-0.07584305852651596,-0.5594746470451355
Quaternion,322055,0.8193928599357605,0.1011253371834755,-0.07510808110237122,-0.5592206120491028
Quaternion,322059,0.8195708990097046,0.10321523249149323,-0.07419435679912567,-0.5586998462677002
Quaternion,322064,0.8198731541633606,0.10526717454195023,-0.07328233122825623,-0.5579932928085327
Quaternion,322070,0.8202729821205139,0.10714160650968552,-0.072614885866642,-0.5571355223655701
Quaternion,322074,0.8207689523696899,0.10885412245988846,-0.07207724452018738,-0.5561422109603882
Quaternion,322080,0.821361780166626,0.11044175177812576,-0.0715407058596611,-0.5550220012664795
Quaternion,322084,0.8220510482788086,0.11192946135997772,-0.07109299302101135,-0.5537594556808472
Quaternion,322090,0.8227971792221069,0.11309894174337387,-0.07079002261161804,-0.5524510145187378
Quaternion,322094,0.8235642910003662,0.11385707557201385,-0.0707424059510231,-0.5511570572853088
Quaternion,322100,0.8243350982666016,0.11427264660596848,-0.070823535323143,-0.5499067306518555
Quaternion,322104,0.8251075148582458,0.11427760869264603,-0.0708572268486023,-0.5487415790557861
